****** PSID DATA CENTER ************************* 
****** Variable labels for JobID = 350694 ******* 

Variable    Labels
ER75389    HEHC OTR RPT: HEART TRBL AGE 6--RP      
ER75390    HEHC OTR RPT: HEART TRBL AGE 7--RP      
ER75391    HEHC OTR RPT: HEART TRBL AGE 8--RP      
ER75392    HEHC OTR RPT: HEART TRBL AGE 9--RP      
ER75393    HEHC OTR RPT: HEART TRBL AGE 10--RP     
ER75394    HEHC OTR RPT: HEART TRBL AGE 11--RP     
ER75395    HEHC OTR RPT: HEART TRBL AGE 12--RP     
ER75396    HEHC OTR RPT: HEART TRBL AGE 13--RP     
ER75397    HEHC OTR RPT: HEART TRBL AGE 14--RP     
ER75398    HEHC OTR RPT: HEART TRBL AGE 15--RP     
ER75399    HEHC OTR RPT: HEART TRBL AGE 16--RP     
ER75400    HEHC OTR RPT: HEART TRBL AGE 17+--RP    
ER75401    HEHC OTR RPT: AGE END HEART TRBL--RP    
ER75402    HEHC OTR RPT: EAR PROBS B4 AGE 1--RP    
ER75403    HEHC OTR RPT: EAR PROBS AGE 1--RP       
ER75404    HEHC OTR RPT: EAR PROBS AGE 2--RP       
ER75405    HEHC OTR RPT: EAR PROBS AGE 3--RP       
ER75406    HEHC OTR RPT: EAR PROBS AGE 4--RP       
ER75407    HEHC OTR RPT: EAR PROBS AGE 5--RP       
ER75408    HEHC OTR RPT: EAR PROBS AGE 6--RP       
ER75409    HEHC OTR RPT: EAR PROBS AGE 7--RP       
ER75410    HEHC OTR RPT: EAR PROBS AGE 8--RP       
ER75411    HEHC OTR RPT: EAR PROBS AGE 9--RP       
ER75412    HEHC OTR RPT: EAR PROBS AGE 10--RP      
ER75413    HEHC OTR RPT: EAR PROBS AGE 11--RP      
ER75414    HEHC OTR RPT: EAR PROBS AGE 12--RP      
ER75415    HEHC OTR RPT: EAR PROBS AGE 13--RP      
ER75416    HEHC OTR RPT: EAR PROBS AGE 14--RP      
ER75417    HEHC OTR RPT: EAR PROBS AGE 15--RP      
ER75418    HEHC OTR RPT: EAR PROBS AGE 16--RP      
ER75419    HEHC OTR RPT: EAR PROBS AGE 17+--RP     
ER75420    HEHC OTR RPT: AGE END EAR PROBS--RP     
ER75421    HEHC OTR RPT: EPILEPSY B4 AGE 1--RP     
ER75422    HEHC OTR RPT: EPILEPSY AGE 1--RP        
ER75423    HEHC OTR RPT: EPILEPSY AGE 2--RP        
ER75424    HEHC OTR RPT: EPILEPSY AGE 3--RP        
ER75425    HEHC OTR RPT: EPILEPSY AGE 4--RP        
ER75426    HEHC OTR RPT: EPILEPSY AGE 5--RP        
ER75427    HEHC OTR RPT: EPILEPSY AGE 6--RP        
ER75428    HEHC OTR RPT: EPILEPSY AGE 7--RP        
ER75429    HEHC OTR RPT: EPILEPSY AGE 8--RP        
ER75430    HEHC OTR RPT: EPILEPSY AGE 9--RP        
ER75431    HEHC OTR RPT: EPILEPSY AGE 10--RP       
ER75432    HEHC OTR RPT: EPILEPSY AGE 11--RP       
ER75433    HEHC OTR RPT: EPILEPSY AGE 12--RP       
ER75434    HEHC OTR RPT: EPILEPSY AGE 13--RP       
ER75435    HEHC OTR RPT: EPILEPSY AGE 14--RP       
ER75436    HEHC OTR RPT: EPILEPSY AGE 15--RP       
ER75437    HEHC OTR RPT: EPILEPSY AGE 16--RP       
ER75438    HEHC OTR RPT: EPILEPSY AGE 17+--RP      
ER75439    HEHC OTR RPT: AGE END EPILEPSY--RP      
ER75440    HEHC OTR RPT: HEADACHE B4 AGE 1--RP     
ER75441    HEHC OTR RPT: HEADACHE AGE 1--RP        
ER75442    HEHC OTR RPT: HEADACHE AGE 2--RP        
ER75443    HEHC OTR RPT: HEADACHE AGE 3--RP        
ER75444    HEHC OTR RPT: HEADACHE AGE 4--RP        
ER75445    HEHC OTR RPT: HEADACHE AGE 5--RP        
ER75446    HEHC OTR RPT: HEADACHE AGE 6--RP        
ER75447    HEHC OTR RPT: HEADACHE AGE 7--RP        
ER75448    HEHC OTR RPT: HEADACHE AGE 8--RP        
ER75449    HEHC OTR RPT: HEADACHE AGE 9--RP        
ER75450    HEHC OTR RPT: HEADACHE AGE 10--RP       
ER75451    HEHC OTR RPT: HEADACHE AGE 11--RP       
ER75452    HEHC OTR RPT: HEADACHE AGE 12--RP       
ER75453    HEHC OTR RPT: HEADACHE AGE 13--RP       
ER75454    HEHC OTR RPT: HEADACHE AGE 14--RP       
ER75455    HEHC OTR RPT: HEADACHE AGE 15--RP       
ER75456    HEHC OTR RPT: HEADACHE AGE 16--RP       
ER75457    HEHC OTR RPT: HEADACHE AGE 17+--RP      
ER75458    HEHC OTR RPT: AGE END HEADACHE--RP      
ER75459    HEHC OTR RPT: STOM PROB B4 AGE 1--RP    
ER75460    HEHC OTR RPT: STOM PROB AGE 1--RP       
ER75461    HEHC OTR RPT: STOM PROB AGE 2--RP       
ER75462    HEHC OTR RPT: STOM PROB AGE 3--RP       
ER75463    HEHC OTR RPT: STOM PROB AGE 4--RP       
ER75464    HEHC OTR RPT: STOM PROB AGE 5--RP       
ER75465    HEHC OTR RPT: STOM PROB AGE 6--RP       
ER75466    HEHC OTR RPT: STOM PROB AGE 7--RP       
ER75467    HEHC OTR RPT: STOM PROB AGE 8--RP       
ER75468    HEHC OTR RPT: STOM PROB AGE 9--RP       
ER75469    HEHC OTR RPT: STOM PROB AGE 10--RP      
ER75470    HEHC OTR RPT: STOM PROB AGE 11--RP      
ER75471    HEHC OTR RPT: STOM PROB AGE 12--RP      
ER75472    HEHC OTR RPT: STOM PROB AGE 13--RP      
ER75473    HEHC OTR RPT: STOM PROB AGE 14--RP      
ER75474    HEHC OTR RPT: STOM PROB AGE 15--RP      
ER75475    HEHC OTR RPT: STOM PROB AGE 16--RP      
ER75476    HEHC OTR RPT: STOM PROB AGE 17+--RP     
ER75477    HEHC OTR RPT: AGE END STOM PROB--RP     
ER75478    HEHC OTR RPT: HGH BLOOD PR B4 AGE 1--RP 
ER75479    HEHC OTR RPT: HGH BLOOD PR AGE 1--RP    
ER75480    HEHC OTR RPT: HGH BLOOD PR AGE 2--RP    
ER75481    HEHC OTR RPT: HGH BLOOD PR AGE 3--RP    
ER75482    HEHC OTR RPT: HGH BLOOD PR AGE 4--RP    
ER75483    HEHC OTR RPT: HGH BLOOD PR AGE 5--RP    
ER75484    HEHC OTR RPT: HGH BLOOD PR AGE 6--RP    
ER75485    HEHC OTR RPT: HGH BLOOD PR AGE 7--RP    
ER75486    HEHC OTR RPT: HGH BLOOD PR AGE 8--RP    
ER75487    HEHC OTR RPT: HGH BLOOD PR AGE 9--RP    
ER75488    HEHC OTR RPT: HGH BLOOD PR AGE 10--RP   
ER75489    HEHC OTR RPT: HGH BLOOD PR AGE 11--RP   
ER75490    HEHC OTR RPT: HGH BLOOD PR AGE 12--RP   
ER75491    HEHC OTR RPT: HGH BLOOD PR AGE 13--RP   
ER75492    HEHC OTR RPT: HGH BLOOD PR AGE 14--RP   
ER75493    HEHC OTR RPT: HGH BLOOD PR AGE 15--RP   
ER75494    HEHC OTR RPT: HGH BLOOD PR AGE 16--RP   
ER75495    HEHC OTR RPT: HGH BLOOD PR AGE 17+--RP  
ER75496    HEHC OTR RPT: AGE END HGH BLD PR--RP    
ER75497    HEHC OTR RPT: DEPRESSION B4 AGE 1--RP   
ER75498    HEHC OTR RPT: DEPRESSION AGE 1--RP      
ER75499    HEHC OTR RPT: DEPRESSION AGE 2--RP      
ER75500    HEHC OTR RPT: DEPRESSION AGE 3--RP      
ER75501    HEHC OTR RPT: DEPRESSION AGE 4--RP      
ER75502    HEHC OTR RPT: DEPRESSION AGE 5--RP      
ER75503    HEHC OTR RPT: DEPRESSION AGE 6--RP      
ER75504    HEHC OTR RPT: DEPRESSION AGE 7--RP      
ER75505    HEHC OTR RPT: DEPRESSION AGE 8--RP      
ER75506    HEHC OTR RPT: DEPRESSION AGE 9--RP      
ER75507    HEHC OTR RPT: DEPRESSION AGE 10--RP     
ER75508    HEHC OTR RPT: DEPRESSION AGE 11--RP     
ER75509    HEHC OTR RPT: DEPRESSION AGE 12--RP     
ER75510    HEHC OTR RPT: DEPRESSION AGE 13--RP     
ER75511    HEHC OTR RPT: DEPRESSION AGE 14--RP     
ER75512    HEHC OTR RPT: DEPRESSION AGE 15--RP     
ER75513    HEHC OTR RPT: DEPRESSION AGE 16--RP     
ER75514    HEHC OTR RPT: DEPRESSION AGE 17+--RP    
ER75515    HEHC OTR RPT: AGE END DEPRESSION--RP    
ER75516    HEHC OTR RPT: DRUG/AL PROB B4 AGE 1--RP 
ER75517    HEHC OTR RPT: DRUG/AL PROB AGE 1--RP    
ER75518    HEHC OTR RPT: DRUG/AL PROB AGE 2--RP    
ER75519    HEHC OTR RPT: DRUG/AL PROB AGE 3--RP    
ER75520    HEHC OTR RPT: DRUG/AL PROB AGE 4--RP    
ER75521    HEHC OTR RPT: DRUG/AL PROB AGE 5--RP    
ER75522    HEHC OTR RPT: DRUG/AL PROB AGE 6--RP    
ER75523    HEHC OTR RPT: DRUG/AL PROB AGE 7--RP    
ER75524    HEHC OTR RPT: DRUG/AL PROB AGE 8--RP    
ER75525    HEHC OTR RPT: DRUG/AL PROB AGE 9--RP    
ER75526    HEHC OTR RPT: DRUG/AL PROB AGE 10--RP   
ER75527    HEHC OTR RPT: DRUG/AL PROB AGE 11--RP   
ER75528    HEHC OTR RPT: DRUG/AL PROB AGE 12--RP   
ER75529    HEHC OTR RPT: DRUG/AL PROB AGE 13--RP   
ER75530    HEHC OTR RPT: DRUG/AL PROB AGE 14--RP   
ER75531    HEHC OTR RPT: DRUG/AL PROB AGE 15--RP   
ER75532    HEHC OTR RPT: DRUG/AL PROB AGE 16--RP   
ER75533    HEHC OTR RPT: DRUG/AL PROB AGE 17+--RP  
ER75534    HEHC OTR RPT: AGE END DRUG/AL PROB--RP  
ER75535    HEHC OTR RPT: OTR PSYCH PROB B4 AGE 1-RP
ER75536    HEHC OTR RPT: OTR PSYCH PROB AGE 1--RP  
ER75537    HEHC OTR RPT: OTR PSYCH PROB AGE 2--RP  
ER75538    HEHC OTR RPT: OTR PSYCH PROB AGE 3--RP  
ER75539    HEHC OTR RPT: OTR PSYCH PROB AGE 4--RP  
ER75540    HEHC OTR RPT: OTR PSYCH PROB AGE 5--RP  
ER75541    HEHC OTR RPT: OTR PSYCH PROB AGE 6--RP  
ER75542    HEHC OTR RPT: OTR PSYCH PROB AGE 7--RP  
ER75543    HEHC OTR RPT: OTR PSYCH PROB AGE 8--RP  
ER75544    HEHC OTR RPT: OTR PSYCH PROB AGE 9--RP  
ER75545    HEHC OTR RPT: OTR PSYCH PROB AGE 10--RP 
ER75546    HEHC OTR RPT: OTR PSYCH PROB AGE 11--RP 
ER75547    HEHC OTR RPT: OTR PSYCH PROB AGE 12--RP 
ER75548    HEHC OTR RPT: OTR PSYCH PROB AGE 13--RP 
ER75549    HEHC OTR RPT: OTR PSYCH PROB AGE 14--RP 
ER75550    HEHC OTR RPT: OTR PSYCH PROB AGE 15--RP 
ER75551    HEHC OTR RPT: OTR PSYCH PROB AGE 16--RP 
ER75552    HEHC OTR RPT: OTR PSYCH PROB AGE 17+--RP
ER75553    HEHC OTR RPT: AGE END OTR PSYCH PROB--RP
ER75554    H24 WTR SPOUSE IN FU NOW                
ER75555    H1 HEALTH STATUS-SPOUSE                 
ER75556    H1A WTR HLTH BETTER/WORSE-SPOUSE        
ER75557    H1B WTR HEALTH BETTER-SPOUSE            
ER75558    H1C WTR HEALTH WORSE-SPOUSE             
ER75559    H2 WTR TYPE/AMT WORK LIMITED-SPOUSE     
ER75560    H3 WTR UNABLE TO DO SOME TYPES WORK-SP  
ER75561    H4 WTR LIMIT AMT WORK CAN DO-SPOUSE     
ER75562    H5A WTR HAD STROKE-SPOUSE               
ER75563    H5A WTR EDITED-SPOUSE                   
ER75564    H6A1 AGE AT FIRST STROKE-SPOUSE         
ER75565    H6A2 WTR SECOND STROKE-SPOUSE           
ER75566    H7A WTR STROKE LIMIT DAILY ACTIVITY-SP  
ER75567    H7A2 WTR TAKING MEDS FOR STROKE-SP      
ER75568    H5B WTR HEART ATTACK-SPOUSE             
ER75569    H5B WTR EDITED-SPOUSE                   
ER75570    H6B1 AGE AT FIRST HEART ATTACK-SP       
ER75571    H6B2 WTR SECOND HEART ATTACK-SP         
ER75572    H7B WTR HRT ATTACK LIMIT ACTIVITY-SP    
ER75573    H7B2 WTR TAKING MEDS FOR HEART ATTACK-SP
ER75574    H5C WTR HEART DISEASE-SPOUSE            
ER75575    H5C WTR EDITED-SPOUSE                   
ER75576    H6C1 AGE FIRST HAD HEART DISEASE-SP     
ER75577    H7C WTR HRT DISEASE LIMIT ACTIVITY-SP   
ER75578    H7C2 WTR TAKING MEDS HEART DISEASE-SP   
ER75579    H5D WTR HYPERTENSION-SPOUSE             
ER75580    H5D WTR EDITED-SPOUSE                   
ER75581    H6D1 AGE FIRST HAD HYPERTENSION-SP      
ER75582    H7D WTR HYPERTENSION LIMIT ACTIVITY-SP  
ER75583    H7D2 WTR TAKING MEDS FOR HYPERTENSION-SP
ER75584    H5E WTR ASTHMA-SPOUSE                   
ER75585    H5E WTR EDITED-SPOUSE                   
ER75586    H6E1 AGE FIRST HAD ASTHMA-SPOUSE        
ER75587    H7E WTR ASTHMA LIMIT DAILY ACTIVITY-SP  
ER75588    H7E2 WTR TAKING MEDS FOR ASTHMA-SP      
ER75589    H5F WTR LUNG DISEASE-SPOUSE             
ER75590    H5F WTR EDITED-SPOUSE                   
ER75591    H6F1 AGE FIRST HAD LUNG DISEASE-SP      
ER75592    H7F WTR LUNG DISEASE LIMIT ACTIVITY-SP  
ER75593    H7F2 WTR TAKING MEDS FOR LUNG DISEASE-SP
ER75594    H5G WTR DIABETES-SPOUSE                 
ER75595    H5G WTR EDITED-SPOUSE                   
ER75596    H6G1 AGE FIRST HAD DIABETES-SPOUSE      
ER75597    H7G WTR DIABETES LIMIT ACTIVITY-SP      
ER75598    H7G2 WTR TAKING MEDS FOR DIABETES-SP    
ER75599    H5H WTR ARTHRITIS-SPOUSE                
ER75600    H5H WTR EDITED-SPOUSE                   
ER75601    H6H1 AGE FIRST HAD ARTHRITIS-SPOUSE     
ER75602    H7H WTR ARTHRITIS LIMIT ACTIVITY-SP     
ER75603    H7H2 WTR TAKING MEDS FOR ARTHRITIS-SP   
ER75604    H5I WTR MENTAL LOSS-SPOUSE              
ER75605    H5I WTR EDITED-SPOUSE                   
ER75606    H6I1 AGE FIRST HAD MEMORY LOSS-SP       
ER75607    H7I WTR MEMORY LOSS LIMIT ACTIVITY-SP   
ER75608    H7I2 WTR TAKING MEDS FOR MEMORY LOSS-SP 
ER75609    H5J WTR LEARNING DISORDER-SPOUSE        
ER75610    H5J WTR EDITED-SPOUSE                   
ER75611    H6J1 AGE FIRST HAD LRNG DISORDER-SP     
ER75612    H7J WTR LRNG DISORDR LIMIT ACTIVITY-SP  
ER75613    H7J2 WTR TAKING MEDS FOR LRNG DISORDR-SP
ER75614    H5K WTR CANCER-SPOUSE                   
ER75615    H6K1 AGE FIRST HAD CANCER-SPOUSE        
ER75616    H6K3 WTR TREATING, RMSSN, OR CURED-SP   
ER75617    H6K4 TYPE OF CANCER MENTION 1-SPOUSE    
ER75618    H6K4 WTR EDITED (MEN 1)-SPOUSE          
ER75619    H6K4 TYPE OF CANCER MENTION 2-SPOUSE    
ER75620    H6K4 WTR EDITED (MEN 2)-SPOUSE          
ER75621    H7K WTR CANCER LIMIT ACTIVITY-SPOUSE    
ER75622    H5L WTR PSYCH PROBLEM-SPOUSE            
ER75623    H6L1 AGE FIRST HAD PSYCH PROB-SPOUSE    
ER75624    H6L2 TYPE OF PSYCH PROB MENTION 1-SP    
ER75625    H6L2 WTR EDITED (MEN1) -SPOUSE          
ER75626    H6L2 TYPE OF PSYCH PROB MENTION 2-SP    
ER75627    H6L2 WTR EDITED (MEN2) -SPOUSE          
ER75628    H6L2 TYPE OF PSYCH PROB MENTION 3-SP    
ER75629    H6L2 WTR EDITED (MEN3) -SPOUSE          
ER75630    H7L WTR PSYCH PROB LIMIT ACTIVITY-SP    
ER75631    H7L2 WTR TAKING MEDS FOR NERVES-SP      
ER75632    H5M WTR OTR CHRONIC CONDITION-SP        
ER75633    H6M1 TYPE OTR CHRONIC CONDITION-SP      
ER75634    H6M2 AGE FIRST HAD CHRON COND-SPOUSE    
ER75635    H7M WTR CHRON COND LIMIT ACTIVITY-SP    
ER75636    H7M2 WTR TAKING MEDS FOR OTR CHRON-SP   
ER75637    H5NCKPT WTR SPOUSE IS 65+               
ER75638    H5N2 WTR CHANGE IN MAKING DECISIONS-SP  
ER75639    H5N3 WTR CHNGE INTEREST IN ACTIVITIES-SP
ER75640    H5N4 WTR CHANGE IN REPEATING STORIES-SP 
ER75641    H5N5 WTR CHANGE IN LEARNING/USE TOOLS-SP
ER75642    H5N6 WTR CHANGE IN REMEMBERING DATES-SP 
ER75643    H5N7 WTR CHANGE HANDLING MONEY ISSUES-SP
ER75644    H5N8 WTR CHANGE IN REMEMBERING APPTS-SP 
ER75645    H5N9 WTR CHANGE IN THINKING/MEMORY-SP   
ER75646    H8 WTR HOSPITALIZED IN 2018-SPOUSE      
ER75647    H8A # NIGHTS HOSPITALIZED-SPOUSE        
ER75648    H8A # WEEKS HOSPITALIZED-SPOUSE         
ER75649    H8A3 WTR TROUBLE WALKING/CLIMBING-SP    
ER75650    H8A4 WTR TROUBLE BENDING/LIFTING-SP     
ER75651    H9A WTR PROBLEM BATHING-SPOUSE          
ER75652    H10A1 WTR SOMEONE HELPS BATHE-SP        
ER75653    H10A2 WTR NEED EQUIP TO BATHE-SP        
ER75654    H9B WTR PROBLEM DRESSING-SPOUSE         
ER75655    H10B1 WTR SOMEONE HELPS DRESS-SP        
ER75656    H10B2 WTR NEED EQUIP TO DRESS-SP        
ER75657    H9C WTR PROBLEM EATING-SPOUSE           
ER75658    H10C1 WTR SOMEONE HELPS EATNG-SP        
ER75659    H10C2 WTR NEED EQUIP TO EAT-SP          
ER75660    H9D WTR PROB GET IN/OUT BED/CHAIR-SP    
ER75661    H10D1 WTR SOMEONE HELPS BED/CHAIR-SP    
ER75662    H10D2 WTR NEED EQUIP FOR BED/CHAIR-SP   
ER75663    H9E WTR PROBLEM WALKING-SPOUSE          
ER75664    H10E1 WTR SOMEONE HELPS WALK-SP         
ER75665    H10E2 WTR NEED EQUIP TO WALK-SP         
ER75666    H9F WTR PROBLEM GETTING OUTSIDE-SP      
ER75667    H10F1 WTR SOMEONE HELPS GET OUT-SP      
ER75668    H10F2 WTR NEED EQUIP TO GO OUTSIDE-SP   
ER75669    H9G WTR PROBLEM USE TOILET-SP           
ER75670    H10G1 WTR SOMEONE HELPS TOILET-SP       
ER75671    H10G2 WTR NEED EQUIP TO USE TOILET-SP   
ER75672    H11A WTR DIFFICULT PREPARE MEALS-SP     
ER75673    H11B HEALTH/PHYSICAL PROBLEM?-SP        
ER75674    H11C WTR DIFFICULT SHOPPING-SP          
ER75675    H11D HEALTH/PHYSICAL PROBLEM?-SP        
ER75676    H11E WTR DIFFICULT MANAGE MONEY-SP      
ER75677    H11F HEALTH/PHYSICAL PROBLEM?-SP        
ER75678    H11G WTR TELEPHONE DIFFICULT-SP         
ER75679    H11H HEALTH/PHYSICAL PROBLEM?-SP        
ER75680    H11J WTR HEAVY HSWRK DIFFICULT-SP       
ER75681    H11K HEALTH/PHYSICAL PROBLEM?-SP        
ER75682    H11L WTR LIGHT HSWRK DIFFICULT-SP       
ER75683    H11M HEALTH/PHYSICAL PROBLEM?-SP        
ER75684    H12A FREQ OF HVY PHYSICAL ACTIVITY-SP   
ER75685    H12A TIME UNIT FOR HVY PHYS ACTIVITY-SP 
ER75686    H12B FREQ OF LITE PHYSICAL ACTIVITY-SP  
ER75687    H12B TIME UNIT FOR LITE PHYS ACTIVITY-SP
ER75688    H12C FREQ OF STRENGTH PHYS ACTIVITY-SP  
ER75689    H12C TIME UNIT STRNGTH PHYS ACTVTY-SP   
ER75690    H13 WTR SMOKE CIGARETTES-SP             
ER75691    H14 # CIGARETTES PER DAY-SP             
ER75692    H15 AGE WHEN FIRST SMOKED-SP            
ER75693    H16 WTR EVER SMOKED CIGARETTES-SP       
ER75694    H17 # CIGARETTES PER DAY-SP             
ER75695    H18 AGE LAST SMOKED REGULARLY-SP        
ER75696    H19 AGE FIRST SMOKED REGULARLY-SP       
ER75697    H20 WTR DRINK ALCOHOL-SPOUSE            
ER75698    H21A HOW OFTEN HAVE DRINKS-SP           
ER75699    H21B # ALCOHOLIC DRINKS PER DAY-SP      
ER75700    H21C # DAYS HAD 4-5 DRINKS-SPOUSE       
ER75701    H22 WEIGHT IN POUNDS--SPOUSE            
ER75702    H22 WEIGHT IN KILOS--SPOUSE             
ER75703    H23 HEIGHT-FEET--SPOUSE                 
ER75704    H23 HEIGHT-INCHES--SPOUSE               
ER75705    H23 HEIGHT IN METERS--SPOUSE            
ER75706    H25W HEALTH STATUS B4 AGE 17--SP        
ER75707    H26W WTR MISSED MO OR MORE SCHOOL--SP   
ER75708    H27W WTR MEASLES B4 AGE 17--SP          
ER75709    H28W WTR MUMPS B4 AGE 17--SP            
ER75710    H29W WTR CHICKEN POX B4 AGE 17--SP      
ER75711    H30W WTR DIFF SEEING B4 AGE 17--SP      
ER75712    H31W PARENTS SMOKED B4 SP AGE 17?--SP   
ER75713    H32W WTR ASTHMA B4 AGE 17--SP           
ER75714    H33W WTR DIABETES B4 AGE 17--SP         
ER75715    H34W WTR RESP DIS B4 AGE 17--SP         
ER75716    H35W WTR SPCH IMPAIR B4 AGE 17--SP      
ER75717    H36W WTR ALLERGY B4 AGE 17--SP          
ER75718    H37W WTR HEART TRBL B4 AGE 17--SP       
ER75719    H38W WTR EAR PROB B4 AGE 17--SP         
ER75720    H39W WTR EPILEPSY B4 AGE 17--SP         
ER75721    H40W WTR HEADACHE B4 AGE 17--SP         
ER75722    H41W WTR STOM PROB B4 AGE 17--SP        
ER75723    H42W WTR HGH BLOOD PR B4 AGE 17--SP     
ER75724    H43W WTR DEPRESSION B4 AGE 17--SP       
ER75725    H44W WTR DRUG/AL PROB B4 AGE 17--SP     
ER75726    H45W WTR OTR PSYCW PROB B4 AGE 17--SP   
ER75727    HEHC SLF RPT: YEAR 1ST REPORT--SP       
ER75728    HEHC SLF RPT: PAR SEP B4 AGE 1--SP      
ER75729    HEHC SLF RPT: PAR SEP AGE 1--SP         
ER75730    HEHC SLF RPT: PAR SEP AGE 2--SP         
ER75731    HEHC SLF RPT: PAR SEP AGE 3--SP         
ER75732    HEHC SLF RPT: PAR SEP AGE 4--SP         
ER75733    HEHC SLF RPT: PAR SEP AGE 5--SP         
ER75734    HEHC SLF RPT: PAR SEP AGE 6--SP         
ER75735    HEHC SLF RPT: PAR SEP AGE 7--SP         
ER75736    HEHC SLF RPT: PAR SEP AGE 8--SP         
ER75737    HEHC SLF RPT: PAR SEP AGE 9--SP         
ER75738    HEHC SLF RPT: PAR SEP AGE 10--SP        
ER75739    HEHC SLF RPT: PAR SEP AGE 11--SP        
ER75740    HEHC SLF RPT: PAR SEP AGE 12--SP        
ER75741    HEHC SLF RPT: PAR SEP AGE 13--SP        
ER75742    HEHC SLF RPT: PAR SEP AGE 14--SP        
ER75743    HEHC SLF RPT: PAR SEP AGE 15--SP        
ER75744    HEHC SLF RPT: PAR SEP AGE 16--SP        
ER75745    HEHC SLF RPT: MOVE B4 AGE 1--SP         
ER75746    HEHC SLF RPT: MOVE AGE 1--SP            
ER75747    HEHC SLF RPT: MOVE AGE 2--SP            
ER75748    HEHC SLF RPT: MOVE AGE 3--SP            
ER75749    HEHC SLF RPT: MOVE AGE 4--SP            
ER75750    HEHC SLF RPT: MOVE AGE 5--SP            
ER75751    HEHC SLF RPT: MOVE AGE 6--SP            
ER75752    HEHC SLF RPT: MOVE AGE 7--SP            
ER75753    HEHC SLF RPT: MOVE AGE 8--SP            
ER75754    HEHC SLF RPT: MOVE AGE 9--SP            
ER75755    HEHC SLF RPT: MOVE AGE 10--SP           
ER75756    HEHC SLF RPT: MOVE AGE 11--SP           
ER75757    HEHC SLF RPT: MOVE AGE 12--SP           
ER75758    HEHC SLF RPT: MOVE AGE 13--SP           
ER75759    HEHC SLF RPT: MOVE AGE 14--SP           
ER75760    HEHC SLF RPT: MOVE AGE 15--SP           
ER75761    HEHC SLF RPT: MOVE AGE 16--SP           
ER75762    HEHC SLF RPT: SCHOOL B4 AGE 1--SP       
ER75763    HEHC SLF RPT: SCHOOL AGE 1--SP          
ER75764    HEHC SLF RPT: SCHOOL AGE 2--SP          
ER75765    HEHC SLF RPT: SCHOOL AGE 3--SP          
ER75766    HEHC SLF RPT: SCHOOL AGE 4--SP          
ER75767    HEHC SLF RPT: SCHOOL AGE 5--SP          
ER75768    HEHC SLF RPT: SCHOOL AGE 6--SP          
ER75769    HEHC SLF RPT: SCHOOL AGE 7--SP          
ER75770    HEHC SLF RPT: SCHOOL AGE 8--SP          
ER75771    HEHC SLF RPT: SCHOOL AGE 9--SP          
ER75772    HEHC SLF RPT: SCHOOL AGE 10--SP         
ER75773    HEHC SLF RPT: SCHOOL AGE 11--SP         
ER75774    HEHC SLF RPT: SCHOOL AGE 12--SP         
ER75775    HEHC SLF RPT: SCHOOL AGE 13--SP         
ER75776    HEHC SLF RPT: SCHOOL AGE 14--SP         
ER75777    HEHC SLF RPT: SCHOOL AGE 15--SP         
ER75778    HEHC SLF RPT: SCHOOL AGE 16--SP         
ER75779    HEHC SLF RPT: ASTHMA B4 AGE 1--SP       
ER75780    HEHC SLF RPT: ASTHMA AGE 1--SP          
ER75781    HEHC SLF RPT: ASTHMA AGE 2--SP          
ER75782    HEHC SLF RPT: ASTHMA AGE 3--SP          
ER75783    HEHC SLF RPT: ASTHMA AGE 4--SP          
ER75784    HEHC SLF RPT: ASTHMA AGE 5--SP          
ER75785    HEHC SLF RPT: ASTHMA AGE 6--SP          
ER75786    HEHC SLF RPT: ASTHMA AGE 7--SP          
ER75787    HEHC SLF RPT: ASTHMA AGE 8--SP          
ER75788    HEHC SLF RPT: ASTHMA AGE 9--SP          
ER75789    HEHC SLF RPT: ASTHMA AGE 10--SP         
ER75790    HEHC SLF RPT: ASTHMA AGE 11--SP         
ER75791    HEHC SLF RPT: ASTHMA AGE 12--SP         
ER75792    HEHC SLF RPT: ASTHMA AGE 13--SP         
ER75793    HEHC SLF RPT: ASTHMA AGE 14--SP         
ER75794    HEHC SLF RPT: ASTHMA AGE 15--SP         
ER75795    HEHC SLF RPT: ASTHMA AGE 16--SP         
ER75796    HEHC SLF RPT: ASTHMA AGE 17+--SP        
ER75797    HEHC SLF RPT: AGE END ASTHMA--SP        
ER75798    HEHC SLF RPT: DIABETES B4 AGE 1--SP     
ER75799    HEHC SLF RPT: DIABETES AGE 1--SP        
ER75800    HEHC SLF RPT: DIABETES AGE 2--SP        
ER75801    HEHC SLF RPT: DIABETES AGE 3--SP        
ER75802    HEHC SLF RPT: DIABETES AGE 4--SP        
ER75803    HEHC SLF RPT: DIABETES AGE 5--SP        
ER75804    HEHC SLF RPT: DIABETES AGE 6--SP        
ER75805    HEHC SLF RPT: DIABETES AGE 7--SP        
ER75806    HEHC SLF RPT: DIABETES AGE 8--SP        
ER75807    HEHC SLF RPT: DIABETES AGE 9--SP        
ER75808    HEHC SLF RPT: DIABETES AGE 10--SP       
ER75809    HEHC SLF RPT: DIABETES AGE 11--SP       
ER75810    HEHC SLF RPT: DIABETES AGE 12--SP       
ER75811    HEHC SLF RPT: DIABETES AGE 13--SP       
ER75812    HEHC SLF RPT: DIABETES AGE 14--SP       
ER75813    HEHC SLF RPT: DIABETES AGE 15--SP       
